product_name,category,mrp,amp,brand_reputation_score,expiry_score,holiday_score,inventory_level,location_zone,final_price
Fresh Red Apples 1kg,fresh fruits,120,108.45,4.12,0.07,0.0,353,Tier-3,116.0
Fresh Red Apples 1kg,fresh fruits,120,108.45,4.12,0.33,0.0,353,Tier-3,114.87
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,1.0,0.0,815,Tier-1,117.91
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.33,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.37,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.47,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.17,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.7,0.0,815,Tier-1,119.24
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.97,0.0,815,Tier-1,118.04
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.77,0.0,815,Tier-1,118.93
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.83,0.0,815,Tier-1,118.66
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.13,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.23,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.3,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.73,0.0,815,Tier-1,119.1
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.03,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.63,0.0,815,Tier-1,119.55
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.87,0.0,815,Tier-1,118.48
Fresh Red Apples 1kg,fresh fruits,120,110.98,4.12,0.0,0.0,815,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.4,0.0,170,Tier-2,117.19
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.53,0.0,170,Tier-2,116.62
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.1,0.0,170,Tier-2,118.49
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.43,0.0,170,Tier-2,117.06
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.97,0.0,170,Tier-2,114.71
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.67,0.0,170,Tier-2,116.01
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.2,0.0,170,Tier-2,118.06
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.77,0.0,170,Tier-2,115.58
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.63,0.0,170,Tier-2,116.19
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.83,0.0,170,Tier-2,115.32
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.3,0.0,170,Tier-2,117.62
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.57,0.0,170,Tier-2,116.45
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.6,0.0,170,Tier-2,116.32
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.0,0.0,170,Tier-2,118.93
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.13,0.0,170,Tier-2,118.36
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.27,0.0,170,Tier-2,117.75
Fresh Red Apples 1kg,fresh fruits,120,108.87,4.12,0.17,0.0,170,Tier-2,118.19
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.0,0.0,262,Tier-3,117.88
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.53,0.0,262,Tier-3,115.55
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.27,0.0,262,Tier-3,116.69
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.2,0.0,262,Tier-3,117.0
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.63,0.0,262,Tier-3,115.11
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.33,0.0,262,Tier-3,116.43
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.5,0.0,262,Tier-3,115.68
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.97,0.0,262,Tier-3,113.61
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.67,0.0,262,Tier-3,114.93
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.77,0.0,262,Tier-3,114.49
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,1.0,0.0,262,Tier-3,113.48
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.6,0.0,262,Tier-3,115.24
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.7,0.0,262,Tier-3,114.8
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.57,0.0,262,Tier-3,115.37
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.43,0.0,262,Tier-3,115.99
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.13,0.0,262,Tier-3,117.31
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.17,0.0,262,Tier-3,117.13
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.1,0.0,262,Tier-3,117.44
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.9,0.0,262,Tier-3,113.92
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.4,0.0,262,Tier-3,116.12
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.07,0.0,262,Tier-3,117.57
Fresh Red Apples 1kg,fresh fruits,120,109.92,4.12,0.47,0.0,262,Tier-3,115.81
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.63,0.0,570,Tier-1,117.97
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.03,0.0,570,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.5,0.0,570,Tier-1,118.54
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.33,0.0,570,Tier-1,119.29
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.7,0.0,570,Tier-1,117.67
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.6,0.0,570,Tier-1,118.11
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.0,0.0,570,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.1,0.0,570,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.77,0.0,570,Tier-1,117.36
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.17,0.0,570,Tier-1,119.99
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.43,0.0,570,Tier-1,118.85
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.9,0.0,570,Tier-1,116.79
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.67,0.0,570,Tier-1,117.8
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.47,0.0,570,Tier-1,118.68
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.83,0.0,570,Tier-1,117.1
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,1.0,0.0,570,Tier-1,116.35
Fresh Red Apples 1kg,fresh fruits,120,109.52,4.12,0.13,0.0,570,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.23,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.43,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.63,0.0,709,Tier-2,119.32
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.3,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.9,0.0,709,Tier-2,118.12
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.53,0.0,709,Tier-2,119.77
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.97,0.0,709,Tier-2,117.8
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.5,0.0,709,Tier-2,119.91
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,1.0,0.0,709,Tier-2,117.67
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.93,0.0,709,Tier-2,117.98
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.47,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.87,0.0,709,Tier-2,118.25
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.73,0.0,709,Tier-2,118.88
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.83,0.0,709,Tier-2,118.43
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.77,0.0,709,Tier-2,118.7
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.13,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.03,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.07,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.27,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.17,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,111.81,4.12,0.1,0.0,709,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.5,0.0,199,Tier-3,115.31
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.27,0.0,199,Tier-3,116.32
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.2,0.0,199,Tier-3,116.63
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.03,0.0,199,Tier-3,117.37
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.43,0.0,199,Tier-3,115.62
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.33,0.0,199,Tier-3,116.06
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.1,0.0,199,Tier-3,117.06
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.47,0.0,199,Tier-3,115.44
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.63,0.0,199,Tier-3,114.74
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.8,0.0,199,Tier-3,114.0
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.67,0.0,199,Tier-3,114.57
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.13,0.0,199,Tier-3,116.93
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.7,0.0,199,Tier-3,114.43
Fresh Red Apples 1kg,fresh fruits,120,109.57,4.12,0.6,0.0,199,Tier-3,114.87
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.37,0.0,494,Tier-1,117.81
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.07,0.0,494,Tier-1,119.11
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.1,0.0,494,Tier-1,118.98
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.17,0.0,494,Tier-1,118.68
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.23,0.0,494,Tier-1,118.42
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.33,0.0,494,Tier-1,117.98
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.03,0.0,494,Tier-1,119.28
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.4,0.0,494,Tier-1,117.68
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.0,0.0,494,Tier-1,119.41
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.27,0.0,494,Tier-1,118.24
Fresh Red Apples 1kg,fresh fruits,120,108.32,4.12,0.13,0.0,494,Tier-1,118.85
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.33,0.0,30,Tier-2,119.47
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.17,0.0,30,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.23,0.0,30,Tier-2,119.91
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.1,0.0,30,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.37,0.0,30,Tier-2,119.29
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.43,0.0,30,Tier-2,119.02
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.3,0.0,30,Tier-2,119.6
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.53,0.0,30,Tier-2,118.58
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.07,0.0,30,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.47,0.0,30,Tier-2,118.85
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.27,0.0,30,Tier-2,119.73
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.13,0.0,30,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.03,0.0,30,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.7,4.12,0.4,0.0,30,Tier-2,119.16
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.47,0.0,397,Tier-3,115.24
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.03,0.0,397,Tier-3,117.17
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.9,0.0,397,Tier-3,113.36
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.27,0.0,397,Tier-3,116.12
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.07,0.0,397,Tier-3,116.99
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.73,0.0,397,Tier-3,114.11
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.17,0.0,397,Tier-3,116.56
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.13,0.0,397,Tier-3,116.73
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.1,0.0,397,Tier-3,116.86
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.67,0.0,397,Tier-3,114.37
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.53,0.0,397,Tier-3,114.98
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.87,0.0,397,Tier-3,113.49
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.23,0.0,397,Tier-3,116.29
Fresh Red Apples 1kg,fresh fruits,120,109.38,4.12,0.8,0.0,397,Tier-3,113.8
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.63,0.0,251,Tier-1,118.96
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.33,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.1,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.4,0.0,251,Tier-1,119.97
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.17,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.77,0.0,251,Tier-1,118.34
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.7,0.0,251,Tier-1,118.65
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.6,0.0,251,Tier-1,119.09
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.5,0.0,251,Tier-1,119.53
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.0,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.57,0.0,251,Tier-1,119.22
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.03,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.23,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.47,0.0,251,Tier-1,119.66
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.3,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.53,0.0,251,Tier-1,119.4
Fresh Red Apples 1kg,fresh fruits,120,110.43,4.12,0.37,0.0,251,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.5,0.0,355,Tier-2,118.2
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.03,0.0,355,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.23,0.0,355,Tier-2,119.39
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.17,0.0,355,Tier-2,119.65
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.1,0.0,355,Tier-2,119.96
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.57,0.0,355,Tier-2,117.89
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.3,0.0,355,Tier-2,119.08
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.53,0.0,355,Tier-2,118.07
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.0,0.0,355,Tier-2,120.0
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.43,0.0,355,Tier-2,118.51
Fresh Red Apples 1kg,fresh fruits,120,110.22,4.12,0.2,0.0,355,Tier-2,119.52
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.2,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.37,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.1,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.0,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.13,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.3,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.33,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.07,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.23,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.03,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,113.81,4.12,0.27,0.0,349,Tier-3,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.33,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.0,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.3,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.17,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.27,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.13,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.37,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.5,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.03,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.53,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.47,0.0,437,Tier-1,120.0
Fresh Red Apples 1kg,fresh fruits,120,112.7,4.12,0.07,0.0,437,Tier-1,120.0
